userId,movieId,rating,timestamp
20055,1,5.0,1160463838
20055,2,3.0,1160533952
20055,3,2.5,1163336461
20055,5,1.5,1163336723
20055,6,4.0,1160532816
20055,7,2.5,1163336567
20055,9,2.0,1163339204
20055,10,2.5,1160464973
20055,11,4.0,1160533724
20055,12,2.0,1163339415
20055,13,3.0,1163557900
20055,14,3.0,1163338459
20055,15,1.5,1163340340
20055,16,3.5,1160551662
20055,17,4.0,1160532978
20055,18,2.0,1163339139
20055,19,2.5,1160534087
20055,20,1.5,1163339373
20055,21,4.0,1160532475
20055,22,3.0,1163337203
20055,23,3.0,1163339296
20055,24,2.5,1163338226
20055,25,4.5,1160532275
20055,26,2.0,1163340404
20055,28,3.5,1160997799
20055,29,3.5,1160549401
20055,30,3.0,1160982043
20055,31,2.0,1163338039
20055,32,4.0,1160464175
20055,34,5.0,1160464524
20055,36,4.5,1172752328
20055,37,2.5,1163477241
20055,39,4.5,1160532570
20055,41,4.0,1160551813
20055,42,2.0,1163340604
20055,43,3.5,1163340505
20055,44,2.0,1163337691
20055,45,4.0,1163337572
20055,46,2.5,1163339848
20055,47,4.5,1160464509
20055,48,3.0,1160463012
20055,50,4.5,1172753100
20055,52,3.5,1163337298
20055,53,4.0,1161072373
20055,57,3.0,1163340571
20055,58,4.0,1160463039
20055,59,3.5,1160981535
20055,60,3.5,1163338891
20055,61,1.5,1163328097
20055,62,2.5,1160533140
20055,63,2.0,1163328539
20055,65,1.5,1163327080
20055,68,3.0,1163554509
20055,69,3.5,1163339651
20055,70,2.5,1163325063
20055,73,3.0,1161004757
20055,74,2.5,1163327122
20055,76,2.5,1163339762
20055,77,4.0,1163476390
20055,79,1.5,1182092641
20055,80,4.0,1160640965
20055,81,2.0,1163339919
20055,82,4.0,1163327775
20055,83,4.0,1160997728
20055,85,3.5,1163327532
20055,86,2.5,1214562397
20055,88,1.5,1163327047
20055,89,2.0,1163340105
20055,92,2.5,1163328141
20055,93,1.5,1163341429
20055,94,3.0,1163326931
20055,95,2.5,1160532667
20055,96,2.5,1161004180
20055,97,4.0,1160549845
20055,99,4.0,1163476064
20055,100,3.0,1163326737
20055,101,4.0,1160982495
20055,102,1.5,1163328353
20055,104,2.5,1163324464
20055,105,4.0,1163337349
20055,106,4.0,1160639878
20055,107,2.0,1163326453
20055,108,3.0,1163476673
20055,110,4.0,1160464030
20055,111,5.0,1160533262
20055,112,3.0,1160462766
20055,115,3.0,1160627760
20055,116,4.5,1160550215
20055,121,4.0,1160552605
20055,122,2.5,1163469393
20055,123,5.0,1160551268
20055,124,2.5,1163554779
20055,125,4.0,1161000628
20055,127,2.0,1163555540
20055,128,3.0,1160998283
20055,132,1.5,1163341086
20055,133,2.0,1163555581
20055,134,2.5,1160981230
20055,135,1.0,1163326036
20055,136,4.0,1160981835
20055,137,2.5,1163476341
20055,140,1.5,1163326153
20055,141,3.0,1160532535
20055,144,3.5,1163338975
20055,145,2.5,1163337156
20055,147,2.5,1163339980
20055,149,4.0,1163391392
20055,150,4.0,1160463994
20055,151,4.0,1163336666
20055,153,2.0,1160464382
20055,154,5.0,1181381186
20055,157,2.5,1163340656
20055,158,3.0,1163336883
20055,159,4.0,1163340980
20055,160,1.5,1163336519
20055,161,3.0,1160532326
20055,162,4.5,1160549052
20055,163,3.0,1160462585
20055,164,3.0,1163339034
20055,165,3.5,1160464353
20055,168,2.0,1163336937
20055,169,2.0,1163340447
20055,170,3.0,1163338708
20055,172,1.5,1160462939
20055,173,2.0,1163336617
20055,174,1.5,1163341251
20055,175,3.5,1163339345
20055,176,4.0,1160997217
20055,177,2.5,1163340884
20055,180,1.5,1163338350
20055,181,1.5,1163340933
20055,185,2.0,1160532441
20055,186,2.5,1163337083
20055,188,3.0,1163340851
20055,190,4.5,1179039593
20055,192,3.0,1163477202
20055,193,1.5,1163338570
20055,194,4.0,1160998453
20055,195,3.0,1163339814
20055,196,2.5,1163336832
20055,198,3.5,1163337609
20055,199,5.0,1181920493
20055,203,2.0,1163338937
20055,204,3.0,1163337992
20055,206,4.0,1163475919
20055,207,2.5,1163338778
20055,208,2.0,1160532394
20055,211,3.0,1160999684
20055,213,3.5,1160549359
20055,214,4.5,1160550764
20055,215,4.5,1160640169
20055,216,2.0,1163338264
20055,218,3.0,1163339071
20055,222,3.5,1163338504
20055,223,4.0,1160533339
20055,224,3.0,1163337847
20055,225,2.0,1163385888
20055,227,2.0,1163387913
20055,229,3.5,1163389506
20055,230,3.5,1163338169
20055,231,4.0,1160464829
20055,232,3.5,1160549634
20055,233,4.0,1163339469
20055,234,1.5,1163388944
20055,235,5.0,1160640425
20055,236,1.5,1160462908
20055,237,2.5,1163338299
20055,239,2.0,1163340735
20055,242,3.5,1163391339
20055,244,2.5,1163558289
20055,246,5.0,1160548686
20055,247,4.5,1160640413
20055,248,2.0,1163389009
20055,249,3.5,1163387687
20055,252,3.0,1163386172
20055,253,3.0,1160465276
20055,256,2.0,1163387049
20055,257,2.0,1163339236
20055,259,3.0,1163341350
20055,260,5.0,1160463829
20055,261,4.0,1163386297
20055,262,4.0,1160998337
20055,263,4.0,1160983089
20055,264,2.0,1163555931
20055,265,4.0,1163393531
20055,266,3.0,1160535039
20055,267,2.5,1163340131
20055,270,2.0,1163390433
20055,272,4.0,1163386822
20055,273,2.0,1163387255
20055,275,1.5,1163389996
20055,276,2.0,1163387653
20055,277,3.0,1163386914
20055,280,3.0,1163338842
20055,281,4.5,1161072087
20055,282,3.0,1163386081
20055,288,3.5,1160533070
20055,289,3.0,1163389071
20055,290,4.0,1160550615
20055,292,2.5,1160465040
20055,293,4.5,1160533550
20055,296,5.0,1160463818
20055,298,3.0,1160627687
20055,299,3.5,1163389310
20055,300,4.5,1160533163
20055,302,4.0,1163554485
